facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	0.022755746796833367
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.0035956928211100343
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	0.010599875576674819
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.004299532112740924
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	0.00834996897086341
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	0.007602779275997325
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.009952228335112659
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-3.200056472063853e-4
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	8.462290519612016e-4
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	1.0887644032779817e-4
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	0.0038786113756113625
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.013528122666703397
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.011589864993183221
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.012263562032096444
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.008455832414792091
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.002203705541893944
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.004024504624071654
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.007038683891053408
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.002540661560601454
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.01137013665352825
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	61	FALSE	-0.007922945735819356
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	0.019360615071660984
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.006418125285784667
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	0.00910857041085217
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.004602031330721715
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	0.009053033570997834
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	0.0083063344491676391
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.01057376024114367
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.0013930283470772878
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-3.615522705969681e-4
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	6.926793482232142e-4
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	0.002864433894542488
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.013630169800875726
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.01243878488014299
pop	DR~NR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.011234963499668404
pop	DR~TR	.base	.base	50000	200	50	TRUE	TRUE	71	FALSE	-0.00877492323236042
