facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.02074352645172418
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.013471681288927114
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	1.7312736971179568e-4
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.010757027087896462
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.005525136203030944
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.007861691730360849
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.002253090283724753
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.0033555419322377415
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.0033516270405745344
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.0016559796943430415
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.0223591937018709
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.0013326878990665989
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.014519751639316262
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.006482495289931054
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.019079410855871434
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	6.452042688527875e-4
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.0023254161251352796
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.012566747919954727
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	-0.002220488827986876
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.015798802168420303
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	283	FALSE	0.009379914780707196
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.010258394362198595
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.010072918144326507
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.004957966579630855
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.01178876576729203
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	8.182967585293138e-4
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.0029041202555602397
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.011429956407778516
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.005360796736317124
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.0016913253328662205
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.010265705003746918
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.014807709616090908
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.0028886782147467894
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-0.005312173821349199
pop	DR~NR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.0030807124142745346
pop	DR~TR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.016392777323809733
pop	LP~MB	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	-5.930641847809439e-4
pop	LP~NR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.0010045946232388298
pop	LP~TR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.006037712294031408
pop	MB~NR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.001053135251870566
pop	MB~TR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.009059780140161625
pop	NR~TR	.base	.base	50000	200	50	TRUE	TRUE	477	FALSE	0.006529740797083434
pop	CB~CR	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	0.006776388721760188
pop	CB~DR	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	-0.009603358584153737
pop	CB~LP	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	-0.005986482531605206
pop	CB~MB	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	-0.012837205960612405
pop	CB~NR	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	7.424616317389137e-4
pop	CB~TR	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	-0.003874603919905964
pop	CR~DR	.base	.base	100000	200	50	TRUE	TRUE	586	FALSE	0.01152163194267386
