facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	-0.017354844247048553
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.03308082027783398
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	-0.013277460063680089
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.004298794817340703
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	-7.923338635428907e-4
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.007688347406704756
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.04123148427428559
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	-7.727831004638105e-4
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.008490750462586995
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.019698312012957842
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.006335293228753144
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.01141268717413106
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.0153917047757272
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.005600949504413235
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.016920882613309707
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.002019511036071321
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.0031217243146574834
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	-0.00795807273269572
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.010459106501908401
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.0038054561628114354
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	117	FALSE	0.009872014468820725
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	-0.015784846874591286
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.018224938827353696
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	-0.012368177913918277
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	3.3066508175045976e-4
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	-0.0028951725675607867
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.006425806145488379
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.03087782659616753
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.0018858191508947014
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.0053561214812076294
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.015123699655208432
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.009264546671286006
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.01045971785605157
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	164	FALSE	0.011721260656261338
