facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.0021872841801752257
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.007628240335692534
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.015812256869133626
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-8.776760416058822e-4
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.0195654542673203
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.014831885067687312
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.0054769179034740625
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.013848239644589165
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.024274621767185076
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.006917849958969163
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.01269391729469084
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	5.762807305667402e-4
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.0014513653201772031
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.002908665930811732
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.014882106902064422
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.011536804227952538
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	0.0012839687443902618
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.00461281026822164
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-2.833917611176138e-4
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.0026707153666712903
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	378	FALSE	-0.008826689220063058
