facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.005178565381215042
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.014339328238192428
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.024668894593218364
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.019383121739525378
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.02134581370529841
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.019306426322597523
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.029407510672986487
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.058785344691771886
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.033724618862032305
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.04006456566652175
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.035441983767136205
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.0051688129658749036
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.0027437980723207067
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.007534232659180563
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.001503451088724971
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.0014156898725762711
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.0021661692527970484
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.005111973000113099
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	-0.008436732582464128
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.004158532656948758
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	96	FALSE	0.0014304277972583032
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	0.010453664768754064
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.006507947880512499
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.00916965849264623
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.012888442326952547
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.012695598620346974
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.012202269530037496
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	0.03157897260589501
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	0.0556500069254847
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	0.032317248554721206
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	0.03720226492603417
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	0.031009593347569357
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.0037548657278860626
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.0056741305765822935
pop	DR~NR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.005458664029564971
pop	DR~TR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	6.462376636882188e-4
pop	LP~MB	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.0016474004460332742
pop	LP~NR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-7.128541774033576e-4
pop	LP~TR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.003535224714226609
pop	MB~NR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-0.007300358537397596
pop	MB~TR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	-7.652652257997682e-4
pop	NR~TR	.base	.base	50000	200	50	TRUE	TRUE	152	FALSE	6.086241954344992e-4
pop	CB~CR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.010351008930018403
pop	CB~DR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.00649178357210696
pop	CB~LP	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.004943682209827141
pop	CB~MB	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.011187638463260182
pop	CB~NR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.011342293140961815
pop	CB~TR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.010320986515294187
pop	CR~DR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.028254601567389428
pop	CR~LP	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.05098922910194459
pop	CR~MB	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.030911288056735917
pop	CR~NR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.034511055045654014
pop	CR~TR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.02764003004597313
pop	DR~LP	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.0036281487449609374
pop	DR~MB	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.004894222558410549
pop	DR~NR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.0047478981724130296
pop	DR~TR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-1.6699285605004268e-4
pop	LP~MB	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.001474978642157268
pop	LP~NR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-5.683774700546223e-5
pop	LP~TR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.003054595733317114
pop	MB~NR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-0.007257428778338175
pop	MB~TR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	-5.817684828441225e-4
pop	NR~TR	.base	.base	100000	200	50	TRUE	TRUE	172	FALSE	0.0010052222956186449
pop	CB~CR	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	0.010526148444023735
pop	CB~DR	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	-0.006174910001483806
pop	CB~LP	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	-1.6567995224574407e-4
pop	CB~MB	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	-0.004292398603443076
pop	CB~NR	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	-0.0037554442118092725
pop	CB~TR	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	-0.006868423289899313
pop	CR~DR	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	0.024000976665652034
pop	CR~LP	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	0.04609422224457192
pop	CR~MB	.base	.base	150000	200	50	TRUE	TRUE	193	FALSE	0.029366807863971382
