facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.015417943915003025
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.004624782434803896
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.008822639511495756
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.029111692635077083
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.003537407906504944
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.011100153065729167
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.009276035646944078
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.0025224155304152877
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.01860669453541138
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.006549206341430755
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.012658777019159968
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.01224809143966154
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.01689961831928334
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.01932782457726844
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.02198561559534162
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	0.0027231122946422444
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-7.736794395599752e-4
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.0036396010507307314
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.007042368565686388
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.003703073752129762
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	769	FALSE	-0.008825727495101346
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.022587426093491
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.005777833132428164
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.009246195347216369
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.03428639102196273
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-6.526777274115133e-4
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.002807071923441647
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.009813838121706359
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.0029647791873974342
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.022811343224870682
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.00893825891556379
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.008588980845312347
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.012412508626399161
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.016623104483521455
pop	DR~NR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.016917623646585254
pop	DR~TR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.02157797075335514
pop	LP~MB	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	0.0018418570747029577
pop	LP~NR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.0014261488087376757
pop	LP~TR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.006995658857421026
pop	MB~NR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.005097880280849827
pop	MB~TR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.004328393786930617
pop	NR~TR	.base	.base	50000	200	50	TRUE	TRUE	1218	FALSE	-0.008494970441591077
pop	CB~CR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.024716344061907775
pop	CB~DR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-3.244829237089674e-4
pop	CB~LP	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.012034998017721536
pop	CB~MB	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	0.025150060459714976
pop	CB~NR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.004307898417560636
pop	CB~TR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.005519054153162708
pop	CR~DR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	0.010319888787702581
pop	CR~LP	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	0.002525872780247777
pop	CR~MB	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	0.02063125788193138
pop	CR~NR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	0.009371784060395915
pop	CR~TR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	0.004985958340627409
pop	DR~LP	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.010995830159472903
pop	DR~MB	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.016289814933949445
pop	DR~NR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.017010325472443855
pop	DR~TR	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	-0.02009109179992413
pop	LP~MB	.base	.base	100000	200	50	TRUE	TRUE	1500	FALSE	6.150399315014199e-4
