facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.023221068397009315
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.004955162147050763
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.019041034679664736
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.01157110764006424
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.018458610628192207
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.00662683158638955
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.04139901551067938
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.0586780458460446
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.058125331871357495
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.03667296178647651
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.06605623917651382
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.012054948449979373
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.008227073265891087
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.012214048338962308
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.008384057302643978
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.0014228516443156125
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	-0.007811881617035782
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.0022714821606466635
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	4.537149395826065e-4
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	7.410913274178909e-4
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	408	FALSE	0.0036065814633149283
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	514	FALSE	0.023672338597251277
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	514	FALSE	-0.01882921551080678
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	514	FALSE	-0.016036559370381974
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	514	FALSE	-0.008001336806122274
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	514	FALSE	-0.012481885469289019
