facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.01919363444205023
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.015862864973359054
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.002488312993058979
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.01855792804274968
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.010879271118276987
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.019392158747040825
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.004560571639535439
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	2.769375585053363e-4
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.013131423987412329
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.001998651645493668
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.007551804383160066
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.015440681538911294
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.05536902411973778
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.01101694649468866
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.005413863725592763
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.005443485533119608
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.0021516744737186243
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.0045813717968099035
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.0033820181855087447
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	0.008942175639887416
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	670	FALSE	-0.006213103419437472
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.013912101526198338
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.012123652147451904
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.0031990708042280176
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.014922455702252861
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.01183969763778249
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.017892588993248724
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.008111551430436027
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.0019860067498271208
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.013247415234315232
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	2.2602604419816398e-4
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.005509773801678137
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.018276087090446584
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.05349073102285327
pop	DR~NR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.013712844122331688
pop	DR~TR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.013196989391747698
pop	LP~MB	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.004400915490206489
pop	LP~NR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.0027158935186197193
pop	LP~TR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.0039683647621178465
pop	MB~NR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.002401099404745075
pop	MB~TR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	0.0068614232468321434
pop	NR~TR	.base	.base	50000	200	50	TRUE	TRUE	758	FALSE	-0.0057397121596197
pop	CB~CR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.010607289819989764
pop	CB~DR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.008480212952159432
pop	CB~LP	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.0032403322738671146
pop	CB~MB	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.013403403980538482
pop	CB~NR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.011487069444237878
pop	CB~TR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.01749466349931569
pop	CR~DR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.011373352809742741
pop	CR~LP	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.0022013915861065045
pop	CR~MB	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.011333874583449746
pop	CR~NR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	5.715704985029196e-4
pop	CR~TR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.004913814564776962
pop	DR~LP	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.017551629625047763
pop	DR~MB	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.04868254315404203
pop	DR~NR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.013703844585958568
pop	DR~TR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.014867064435523214
pop	LP~MB	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.0034493778759736907
pop	LP~NR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.002895625436738057
pop	LP~TR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.003587044826866388
pop	MB~NR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.0016798428038882723
pop	MB~TR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	0.004947747646397182
pop	NR~TR	.base	.base	100000	200	50	TRUE	TRUE	853	FALSE	-0.005603521113016075
pop	CB~CR	.base	.base	150000	200	50	TRUE	TRUE	939	FALSE	-0.00924383467199714
pop	CB~DR	.base	.base	150000	200	50	TRUE	TRUE	939	FALSE	-0.005156903458519369
pop	CB~LP	.base	.base	150000	200	50	TRUE	TRUE	939	FALSE	-0.0047075925069302955
pop	CB~MB	.base	.base	150000	200	50	TRUE	TRUE	939	FALSE	0.010151135064136762
pop	CB~NR	.base	.base	150000	200	50	TRUE	TRUE	939	FALSE	-0.012424928416545902
