facet	subfacet	snp.facet	snp.subfacet	position	sigma	step	nk.status	gaussian	n_snps	triple_sigma	fst
pop	CB~CR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.061570792960023796
pop	CB~DR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.01582370469957073
pop	CB~LP	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.008634153216431784
pop	CB~MB	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	-0.005558393737568708
pop	CB~NR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	-0.004064966205936465
pop	CB~TR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.006552239479990835
pop	CR~DR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.026428034643327287
pop	CR~LP	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.0230565984613752
pop	CR~MB	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.03434286250045052
pop	CR~NR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.02594214624246195
pop	CR~TR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.02994056326718826
pop	DR~LP	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.008660695657595665
pop	DR~MB	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.024040628869020756
pop	DR~NR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.0021752188857420973
pop	DR~TR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.009500045697866624
pop	LP~MB	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.005345573476931171
pop	LP~NR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.003539166863492597
pop	LP~TR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	-0.002325429998313785
pop	MB~NR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	0.0022073372805674813
pop	MB~TR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	9.583228749330311e-4
pop	NR~TR	.base	.base	0	200	50	TRUE	TRUE	656	FALSE	9.704130448971848e-4
pop	CB~CR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.06486079195712192
pop	CB~DR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.008119048990865484
pop	CB~LP	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.00841988103920634
pop	CB~MB	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	1.2490930770208599e-5
pop	CB~NR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	2.7963724980525326e-4
pop	CB~TR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.005155279913393477
pop	CR~DR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.031342660888417695
pop	CR~LP	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.021613337187321825
pop	CR~MB	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.02814665345329847
pop	CR~NR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.02394950139532888
pop	CR~TR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.02839926684204961
pop	DR~LP	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.01020459929104391
pop	DR~MB	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.017411173764593342
pop	DR~NR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.0037460649698037316
pop	DR~TR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.005208344430798106
pop	LP~MB	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.0031889149977340674
pop	LP~NR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	0.001591592829335613
pop	LP~TR	.base	.base	50000	200	50	TRUE	TRUE	942	FALSE	-0.0025498929086987783
